9979,2015-10-21 00:00:00.000,16140538,14160242,$349,500,1964,East,4,1,House,Garage, Integrated garage, Other,48 Rue Cedar|Dollard-Des Ormeaux, Quebec H9B1H6,See listing broker(s),http://www.realtor.ca/Residential/Single-Family/16140538/48-Rue-Cedar-Dollard-Des-Ormeaux-Quebec-H9B1H6-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX%26NoMLS=MT14160242&Lang=E,0,closed,NULL
21321,2015-11-22 00:00:00.000,16329583,10675450,$347,500,1962,Pierrefonds/Central East,5,2,House,Garage, Other,11645 Rue Joly|Pierrefonds-Roxboro (Montréal), Quebec H8Y1E5,Completely renovated turn key bungalow situated in the ideal sector of Pierrefonds.This home has 2 bedrooms on the main floor with an option to add a 3rd,2 bedrooms in the basement,2 full bathrooms and a perfect sized lot.The whole house has been updated!The living room has vaulted ceilings and the layout is open concept.One visit will impress!,http://www.realtor.ca/Residential/Single-Family/16329583/11645-Rue-Joly-Pierrefonds-Roxboro-Montréal-Quebec-H8Y1E5-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=IFL%26NoMLS=MT10675450&Lang=E,0,closed,NULL
22406,2015-11-25 00:00:00.000,16338167,18588884,$375,000,1967,East,4,2,House,Other, Garage,31 Rue Forest|Dollard-Des Ormeaux, Quebec H9B1V6,Impeccable! Proudly maintained and updated by the owners of almost 20 years. Gorgeous kitchen with quartz counters,gleaming hardwood floors, very large living/dining room,totally redone basement,2 full bathrooms,beautiful backyard with a big wood deck and an in-ground pool. Plus great location: very convenient and family friendly. Come visit today!,http://www.realtor.ca/Residential/Single-Family/16338167/31-Rue-Forest-Dollard-Des-Ormeaux-Quebec-H9B1V6-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX%26NoMLS=MT18588884&Lang=E,0,closed,NULL
19206,2015-11-16 00:00:00.000,16198378,12703797,$299,000,1961,Pierrefonds/Central East,5,2,House,Other,5041 Rue Perron|Pierrefonds-Roxboro (Montréal), Quebec H8Z2J2,Superbe propriété ,très bien maintenue au fil des ans ,bien rénovée et clé en main !Avec 3 chambres d'une bonne dimension et 2 salles de bain.Un terrain de plus de 6000 pieds carrés de quoi combler famille et amis. c'est a votre tour de constater, appelez pour une visite!,http://www.realtor.ca/Residential/Single-Family/16198378/5041-Rue-Perron-Pierrefonds-Roxboro-Montréal-Quebec-H8Z2J2-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX%26NoMLS=MT12703797&Lang=E,0,closed,NULL
21384,2015-11-22 00:00:00.000,16338170,18780606,$369,000,1987,Forest Gardens (Central North),4,2,House,Other, Garage,147 Av. Elm|#4|Beaconsfield, Quebec H9W2E1,3+1 bedrm, 2.5 baths, updated and renovated! Master with Ens! newer wood floors on main level, nicely maintained yard, private! double sided FPLC, finished basement, wall mounted AC, garage, steps to train, close to elementary, high school, quick access to ST Charles and highway 20!,http://www.realtor.ca/Residential/Single-Family/16338170/147-Av-Elm-4-Beaconsfield-Quebec-H9W2E1-Forest-Gardens-Central-North,http://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX%26NoMLS=MT18780606&Lang=E,0,closed,NULL
21391,2015-11-22 00:00:00.000,16369705,18859086,$369,900,1988,Pierrefonds/Central East,3,2,House,Garage, Other,12656 Rue Bedford|Pierrefonds-Roxboro (Montréal), Quebec H9A3K5,Situated in a high demand area of Pierrefonds. This home is zoned for the westpark elementary school and is at proximity of Beechwood school , High schools and the Pierrefonds library. This well cared for house is a must see on your part!,http://www.realtor.ca/Residential/Single-Family/16369705/12656-Rue-Bedford-Pierrefonds-Roxboro-Montréal-Quebec-H9A3K5-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=C21%26NoMLS=MT18859086&Lang=E,0,closed,NULL
21441,2015-11-22 00:00:00.000,16341827,17307303,$389,000,1959,Central East,3,2,House,Garage, Other,123 Av. Sunderland|Pointe-Claire, Quebec H9R1L4,Beautiful turn key home, extremely sunny, sought after neighbourhood close to parcs, schools and easy access to highway. Several renovations including new furnace, thermalpump, french drains, insulation, cedar fence and decks, new bathroom, 200AMP electric panel, patio door nearly 8', and more. Flexible occupation.,http://www.realtor.ca/Residential/Single-Family/16341827/123-Av-Sunderland-Pointe-Claire-Quebec-H9R1L4-Central-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=MCGILLIMMOBILIER%26NoMLS=MT17307303&Lang=E,0,closed,NULL
21459,2015-11-22 00:00:00.000,16329711,12207109,$399,000,1968,West,4,2,House,Garage, Other,18 Rue Gauthier|Dollard-Des Ormeaux, Quebec H9G1Z7,See listing broker(s),http://www.realtor.ca/Residential/Single-Family/16329711/18-Rue-Gauthier-Dollard-Des-Ormeaux-Quebec-H9G1Z7-West,http://passerelle.centris.ca/redirect.aspx?CodeDest=SUTTON%26NoMLS=MT12207109&Lang=E,0,closed,NULL
18977,2015-11-15 00:00:00.000,16329583,10675450,$347,500,1962,Pierrefonds/Central East,5,2,House,Garage, Other,11645 Rue Joly|Pierrefonds-Roxboro (Montréal), Quebec H8Y1E5,Completely renovated turn key bungalow situated in the ideal sector of Pierrefonds.This home has 2 bedrooms on the main floor with an option to add a 3rd,2 bedrooms in the basement,2 full bathrooms and a perfect sized lot.The whole house has been updated!The living room has vaulted ceilings and the layout is open concept.One visit will impress!,http://www.realtor.ca/Residential/Single-Family/16329583/11645-Rue-Joly-Pierrefonds-Roxboro-Montréal-Quebec-H8Y1E5-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=IFL%26NoMLS=MT10675450&Lang=E,0,closed,NULL
19041,2015-11-15 00:00:00.000,16338170,18780606,$369,000,1987,Forest Gardens (Central North),4,2,House,Other, Garage,147 Av. Elm|#4|Beaconsfield, Quebec H9W2E1,3+1 bedrm, 2.5 baths, updated and renovated! Master with Ens! newer wood floors on main level, nicely maintained yard, private! double sided FPLC, finished basement, wall mounted AC, garage, steps to train, close to elementary, high school, quick access to ST Charles and highway 20!,http://www.realtor.ca/Residential/Single-Family/16338170/147-Av-Elm-4-Beaconsfield-Quebec-H9W2E1-Forest-Gardens-Central-North,http://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX%26NoMLS=MT18780606&Lang=E,0,closed,NULL
19114,2015-11-15 00:00:00.000,16329711,12207109,$399,000,1968,West,4,2,House,Garage, Other,18 Rue Gauthier|Dollard-Des Ormeaux, Quebec H9G1Z7,See listing broker(s),http://www.realtor.ca/Residential/Single-Family/16329711/18-Rue-Gauthier-Dollard-Des-Ormeaux-Quebec-H9G1Z7-West,http://passerelle.centris.ca/redirect.aspx?CodeDest=SUTTON%26NoMLS=MT12207109&Lang=E,0,closed,NULL
19309,2015-11-16 00:00:00.000,16329583,10675450,$347,500,1962,Pierrefonds/Central East,5,2,House,Garage, Other,11645 Rue Joly|Pierrefonds-Roxboro (Montréal), Quebec H8Y1E5,Completely renovated turn key bungalow situated in the ideal sector of Pierrefonds.This home has 2 bedrooms on the main floor with an option to add a 3rd,2 bedrooms in the basement,2 full bathrooms and a perfect sized lot.The whole house has been updated!The living room has vaulted ceilings and the layout is open concept.One visit will impress!,http://www.realtor.ca/Residential/Single-Family/16329583/11645-Rue-Joly-Pierrefonds-Roxboro-Montréal-Quebec-H8Y1E5-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=IFL%26NoMLS=MT10675450&Lang=E,0,closed,NULL
19379,2015-11-16 00:00:00.000,16338170,18780606,$369,000,1987,Forest Gardens (Central North),4,2,House,Other, Garage,147 Av. Elm|#4|Beaconsfield, Quebec H9W2E1,3+1 bedrm, 2.5 baths, updated and renovated! Master with Ens! newer wood floors on main level, nicely maintained yard, private! double sided FPLC, finished basement, wall mounted AC, garage, steps to train, close to elementary, high school, quick access to ST Charles and highway 20!,http://www.realtor.ca/Residential/Single-Family/16338170/147-Av-Elm-4-Beaconsfield-Quebec-H9W2E1-Forest-Gardens-Central-North,http://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX%26NoMLS=MT18780606&Lang=E,0,closed,NULL
19446,2015-11-16 00:00:00.000,16329711,12207109,$399,000,1968,West,4,2,House,Garage, Other,18 Rue Gauthier|Dollard-Des Ormeaux, Quebec H9G1Z7,See listing broker(s),http://www.realtor.ca/Residential/Single-Family/16329711/18-Rue-Gauthier-Dollard-Des-Ormeaux-Quebec-H9G1Z7-West,http://passerelle.centris.ca/redirect.aspx?CodeDest=SUTTON%26NoMLS=MT12207109&Lang=E,0,closed,NULL
19326,2015-11-16 00:00:00.000,16138774,12735768,$350,000,1964,East,5,2,House,Garage, Other,36 Crois. Columbia|Dollard-Des Ormeaux, Quebec H9B1Z5,Great ranch style bungalow located on crescent steps to schools, transportation, shopping. Inground Pool. Closed vestibule. Hardwood floors  on main level and basement. Newly renovated basement. Eat in kitchen, ceramic backsplash, ceramic floor, patio door to unistone balcony, overlooking inground pool.Full bathroom ensuite see addend,http://www.realtor.ca/Residential/Single-Family/16138774/36-Crois-Columbia-Dollard-Des-Ormeaux-Quebec-H9B1Z5-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX%26NoMLS=MT12735768&Lang=E,0,closed,NULL
24465,2015-12-02 00:00:00.000,16254558,16804877,$298,800,1962,Central East,3,1,House,Garage, Integrated garage, Other,129 Av. Pendennis|Pointe-Claire, Quebec H9R1H5,Town House,solid ! on 3 levels,very spacious in a choice location. No carpets throughout,access to garage from the interior; basement completely finished + sep.laundry room.Back yard fully fenced. Steps to public transportation, Fairview Center, commuter train and all services and commodities.Easy access to Hwy's 20/40/13. See addendum pls.,http://www.realtor.ca/Residential/Single-Family/16254558/129-Av-Pendennis-Pointe-Claire-Quebec-H9R1H5-Central-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=EXPERT%26NoMLS=MT16804877&Lang=E,0,closed,NULL
19309,2015-11-16 00:00:00.000,16329583,10675450,$347,500,1962,Pierrefonds/Central East,5,2,House,Garage, Other,11645 Rue Joly|Pierrefonds-Roxboro (Montréal), Quebec H8Y1E5,Completely renovated turn key bungalow situated in the ideal sector of Pierrefonds.This home has 2 bedrooms on the main floor with an option to add a 3rd,2 bedrooms in the basement,2 full bathrooms and a perfect sized lot.The whole house has been updated!The living room has vaulted ceilings and the layout is open concept.One visit will impress!,http://www.realtor.ca/Residential/Single-Family/16329583/11645-Rue-Joly-Pierrefonds-Roxboro-Montréal-Quebec-H8Y1E5-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=IFL%26NoMLS=MT10675450&Lang=E,0,closed,NULL
19375,2015-11-16 00:00:00.000,16174850,18135144,$369,000,1992,Forest Gardens (Central North),3,1,House,Other,143C Av. Elm|Beaconsfield, Quebec H9W2E1,Be pleasantly surprised by the spaciousness and comfort of this 3 bedroom townhouse located in the sought after community of Beaconsfield. With large rooms, a ground floor family room, and an oversized back yard, this property is worth seeing!,http://www.realtor.ca/Residential/Single-Family/16174850/143C-Av-Elm-Beaconsfield-Quebec-H9W2E1-Forest-Gardens-Central-North,http://passerelle.centris.ca/redirect.aspx?CodeDest=SUTTON%26NoMLS=MT18135144&Lang=E,0,closed,NULL
19379,2015-11-16 00:00:00.000,16338170,18780606,$369,000,1987,Forest Gardens (Central North),4,2,House,Other, Garage,147 Av. Elm|#4|Beaconsfield, Quebec H9W2E1,3+1 bedrm, 2.5 baths, updated and renovated! Master with Ens! newer wood floors on main level, nicely maintained yard, private! double sided FPLC, finished basement, wall mounted AC, garage, steps to train, close to elementary, high school, quick access to ST Charles and highway 20!,http://www.realtor.ca/Residential/Single-Family/16338170/147-Av-Elm-4-Beaconsfield-Quebec-H9W2E1-Forest-Gardens-Central-North,http://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX%26NoMLS=MT18780606&Lang=E,0,closed,NULL
23360,2015-11-28 00:00:00.000,16338170,18780606,$369,000,1987,Forest Gardens (Central North),4,2,House,Other, Garage,147 Av. Elm|#4|Beaconsfield, Quebec H9W2E1,3+1 bedrm, 2.5 baths, updated and renovated! Master with Ens! newer wood floors on main level, nicely maintained yard, private! double sided FPLC, finished basement, wall mounted AC, garage, steps to train, close to elementary, high school, quick access to ST Charles and highway 20!,http://www.realtor.ca/Residential/Single-Family/16338170/147-Av-Elm-4-Beaconsfield-Quebec-H9W2E1-Forest-Gardens-Central-North,http://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX%26NoMLS=MT18780606&Lang=E,0,closed,NULL
23368,2015-11-28 00:00:00.000,16369705,18859086,$369,900,1988,Pierrefonds/Central East,3,2,House,Garage, Other,12656 Rue Bedford|Pierrefonds-Roxboro (Montréal), Quebec H9A3K5,Situated in a high demand area of Pierrefonds. This home is zoned for the westpark elementary school and is at proximity of Beechwood school , High schools and the Pierrefonds library. This well cared for house is a must see on your part!,http://www.realtor.ca/Residential/Single-Family/16369705/12656-Rue-Bedford-Pierrefonds-Roxboro-Montréal-Quebec-H9A3K5-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=C21%26NoMLS=MT18859086&Lang=E,0,closed,NULL
23433,2015-11-28 00:00:00.000,16329711,12207109,$399,000,1968,West,4,2,House,Garage, Other,18 Rue Gauthier|Dollard-Des Ormeaux, Quebec H9G1Z7,See listing broker(s),http://www.realtor.ca/Residential/Single-Family/16329711/18-Rue-Gauthier-Dollard-Des-Ormeaux-Quebec-H9G1Z7-West,http://passerelle.centris.ca/redirect.aspx?CodeDest=SUTTON%26NoMLS=MT12207109&Lang=E,0,closed,NULL
23622,2015-11-29 00:00:00.000,16329583,10675450,$347,500,1962,Pierrefonds/Central East,5,2,House,Garage, Other,11645 Rue Joly|Pierrefonds-Roxboro (Montréal), Quebec H8Y1E5,Completely renovated turn key bungalow situated in the ideal sector of Pierrefonds.This home has 2 bedrooms on the main floor with an option to add a 3rd,2 bedrooms in the basement,2 full bathrooms and a perfect sized lot.The whole house has been updated!The living room has vaulted ceilings and the layout is open concept.One visit will impress!,http://www.realtor.ca/Residential/Single-Family/16329583/11645-Rue-Joly-Pierrefonds-Roxboro-Montréal-Quebec-H8Y1E5-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=IFL%26NoMLS=MT10675450&Lang=E,0,closed,NULL
23672,2015-11-29 00:00:00.000,16392925,11642227,$365,000,1972,West,4,1,House,Integrated garage, Other, Garage,47 Rue Harbridge|Dollard-Des Ormeaux, Quebec H9G1B2,Spacious and bright 4-bedroom home in Dollard-des-Ormeaux on almost 8,000 sq.ft. lot in quiet crescent. Wood floors, newer bathroom and finished basement with Napoleon fireplace! Close to all amenities that include schools, transport, parks, highway and Fairview Shopping Center. Private backyard with large stone patio. Warm and cozy home!,http://www.realtor.ca/Residential/Single-Family/16392925/47-Rue-Harbridge-Dollard-Des-Ormeaux-Quebec-H9G1B2-West,http://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX%26NoMLS=MT11642227&Lang=E,0,closed,NULL
23683,2015-11-29 00:00:00.000,16338170,18780606,$369,000,1987,Forest Gardens (Central North),4,2,House,Other, Garage,147 Av. Elm|#4|Beaconsfield, Quebec H9W2E1,3+1 bedrm, 2.5 baths, updated and renovated! Master with Ens! newer wood floors on main level, nicely maintained yard, private! double sided FPLC, finished basement, wall mounted AC, garage, steps to train, close to elementary, high school, quick access to ST Charles and highway 20!,http://www.realtor.ca/Residential/Single-Family/16338170/147-Av-Elm-4-Beaconsfield-Quebec-H9W2E1-Forest-Gardens-Central-North,http://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX%26NoMLS=MT18780606&Lang=E,0,closed,NULL
23685,2015-11-29 00:00:00.000,16369705,18859086,$369,900,1988,Pierrefonds/Central East,3,2,House,Garage, Other,12656 Rue Bedford|Pierrefonds-Roxboro (Montréal), Quebec H9A3K5,Situated in a high demand area of Pierrefonds. This home is zoned for the westpark elementary school and is at proximity of Beechwood school , High schools and the Pierrefonds library. This well cared for house is a must see on your part!,http://www.realtor.ca/Residential/Single-Family/16369705/12656-Rue-Bedford-Pierrefonds-Roxboro-Montréal-Quebec-H9A3K5-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=C21%26NoMLS=MT18859086&Lang=E,0,closed,NULL
23743,2015-11-29 00:00:00.000,16329711,12207109,$399,000,1968,West,4,2,House,Garage, Other,18 Rue Gauthier|Dollard-Des Ormeaux, Quebec H9G1Z7,See listing broker(s),http://www.realtor.ca/Residential/Single-Family/16329711/18-Rue-Gauthier-Dollard-Des-Ormeaux-Quebec-H9G1Z7-West,http://passerelle.centris.ca/redirect.aspx?CodeDest=SUTTON%26NoMLS=MT12207109&Lang=E,0,closed,NULL
23622,2015-11-29 00:00:00.000,16329583,10675450,$347,500,1962,Pierrefonds/Central East,5,2,House,Garage, Other,11645 Rue Joly|Pierrefonds-Roxboro (Montréal), Quebec H8Y1E5,Completely renovated turn key bungalow situated in the ideal sector of Pierrefonds.This home has 2 bedrooms on the main floor with an option to add a 3rd,2 bedrooms in the basement,2 full bathrooms and a perfect sized lot.The whole house has been updated!The living room has vaulted ceilings and the layout is open concept.One visit will impress!,http://www.realtor.ca/Residential/Single-Family/16329583/11645-Rue-Joly-Pierrefonds-Roxboro-Montréal-Quebec-H8Y1E5-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=IFL%26NoMLS=MT10675450&Lang=E,0,closed,NULL
28101,2015-12-27 00:00:00.000,16437345,18120655,$319,900,1961,Pierrefonds/Central East,4,2,House,Carport, Other,12227 Rue Tilly|Pierrefonds-Roxboro (Montréal), Quebec H8Z1R8,Superbe residence,Condition impeccable,Une visite vous convaincra.,4 chambres,dont une au sous sol,qui,en passant,est totalement renove 2015 (il y a un mois seulement).,grand terrain de 7000 P C.,Immence Cabanon Tout Neuf.,une visite s'impose!.,vous serez conquis!les visites sont tres accessibles les soirs et les fins de semaines.,ou meme le jour.,http://www.realtor.ca/Residential/Single-Family/16437345/12227-Rue-Tilly-Pierrefonds-Roxboro-Montréal-Quebec-H8Z1R8-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=SUTTON%26NoMLS=MT18120655&Lang=E,0,closed,NULL
